X,738_cm,693_cm,582_cm,566_cm,532_cm,382_cm,283_cm,233_cm,213_cm,187_cm,153_cm,40_cm,3_cm,Sum,taxonomy,a,b,c,d
b44ba2c3ff74695c89b5a510433f8025,0,0,0,0,0,81,162,0,0,0,0,0,0,347,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
3c98ea649c7f3c420abae082fe2bdb6b,56,20,15,12,16,32,23,30,20,23,1,56,0,345,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Dethiosulfatarculus
8d203c9aa1ba085855680695d1e52c24,0,0,0,0,0,64,60,58,0,32,0,77,0,345,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Marispirochaeta
67801ecba92e4e4a281be6eb222c63f1,0,4,0,19,0,11,33,23,23,63,11,134,0,331,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermodesulfitimonas
ae403feb7eba9778dcf164a1ddc16bc2,0,0,0,0,0,0,0,0,0,0,0,20,311,331,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
bc37e3cef7fe7437e09029e84c22cc29,0,0,0,0,0,0,0,0,0,0,0,0,329,329,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
a93fc70a668438c76193774ebeed4615,0,0,22,10,16,34,69,29,21,14,0,97,0,328,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
d113dc863f2bef585a4d11d02f0f160d,0,0,0,0,0,223,44,0,20,17,20,0,0,324,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
c7ab53431f33e0b60b61f723ec9903de,0,0,0,0,0,167,0,156,0,0,0,0,0,323,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
12e0da8255a4afc3346914a8b307f074,98,58,14,0,0,0,0,31,16,0,0,101,0,318,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
33e7fd63e05690e30cd6bf08bc514afd,3,0,0,0,0,8,0,0,92,140,7,0,67,317,Cyanobacteria/Chloroplast,Cyanobacteria,Family II,GpIIa,
efb0e7ffe7cf2bfb4874fb4dbfcb905a,44,0,0,0,17,58,36,44,28,32,0,28,0,317,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
18a872cb8a1b7fba57d8eec006c3b185,26,0,26,32,7,0,23,0,39,48,31,82,0,314,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Labilibacter
ccfcb9e9afc5b94f7b0e8a289712076d,0,14,22,5,36,28,0,30,0,24,14,45,75,309,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga
53f9cd3c44fb9ba43d13110dc3e8f67c,0,0,0,0,0,0,0,0,0,0,0,0,303,303,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bacillariophyta,
9422cc47c4fa505bc60b5b8e233f3f4b,35,0,12,11,5,22,96,7,0,0,0,74,0,302,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
8462c5bfdbb07d99411480543d76f574,0,69,9,0,11,48,39,56,38,0,0,0,0,301,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba
be1976bdfd66efcb435bc616c7175bc5,0,0,0,0,0,0,0,0,43,83,0,174,0,300,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
451f1fc9ca73c8cd3675e28d5eb385f7,0,0,0,0,0,0,0,0,0,0,0,111,187,298,Aminicenantes,Saccharicenantaceae,Saccharicenans,,
dcfef8e86558627585fb6c3beb405288,69,131,28,30,25,0,0,0,0,0,0,14,0,297,Deferribacteres,Deferribacteres,Deferribacterales,Calditrichaceae,Calorithrix
122ba55e2b7e1b7f507001328a9782c9,0,0,0,0,0,0,0,0,0,0,0,0,292,292,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea
8a5269fe941579148f7187dcfd2aa0c4,0,0,22,28,19,0,35,53,0,22,0,99,0,288,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Maribellus
4e6bdd89c3253282296f5fe42c87d641,19,196,0,0,14,21,0,16,0,8,0,12,0,286,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum
8671e6be045ad5351366b1e0a148dba8,0,0,0,0,0,30,0,0,78,89,0,87,0,284,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
fddd2dbcdc2093788eecf957e7dc1185,187,96,0,0,0,0,0,0,0,0,0,0,0,283,Firmicutes,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Caldanaerovirga
cb1bd4f0ecb988b1f0c6a1564472f48c,0,14,26,27,6,46,59,25,30,26,0,0,0,282,Chloroflexi,Thermoflexia,Thermoflexales,Thermoflexaceae,Thermoflexus
28c77fb6bd15a337b36f1d784fd0516f,0,0,0,0,28,54,50,24,0,0,0,65,14,281,Bacteroidetes,Bacteroidia,Bacteroidales,Lentimicrobiaceae,Lentimicrobium
d8a2c1fbc4cea4fa8cc30195b2a22d44,0,20,73,60,53,10,0,7,8,32,16,0,0,279,BRC1,BRC1_genera_incertae_sedis,,,
bd7e60c396f86f7d0aa134b0d04a0419,0,0,19,0,0,0,0,28,33,74,9,48,67,278,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Tellurimicrobium
c8fc210c4f4db0e34fb6a4b65b2c6850,19,12,0,5,0,40,23,8,32,39,11,89,0,278,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
2ddbc4710064cb1100fc72e9ed8ab591,110,134,0,0,11,0,0,14,0,0,0,8,0,277,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
ed770ee7b571d48743086d98dc417a6e,44,17,0,0,21,19,0,0,89,42,16,22,4,274,BRC1,BRC1_genera_incertae_sedis,,,
f80a4a08c6ad1ae3d0061a34e2324fa5,0,25,3,34,16,9,44,33,11,12,8,43,0,273,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacter
286e8cc8785254774fc46c73d7c7d22d,35,0,119,28,0,0,0,45,0,0,26,17,0,270,Firmicutes,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Biomaibacter
667f10fa836bc440e9feae4b247c5a0d,0,108,0,0,0,0,0,0,0,0,0,0,140,270,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora
e21eb8ad5a803061362db9dd228aee7f,14,60,45,0,9,26,17,42,19,0,0,34,0,266,Acidobacteria,Acidobacteria_Gp13,Gp13,,
f1b26e1384a999d38a82597398e25082,0,0,0,0,0,49,47,52,13,29,0,53,0,266,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Tuwongella
f5bb47ada25315cc4272acb37b26d38d,0,0,45,36,37,32,72,0,0,11,0,0,0,265,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
7ebc70f80b0237e600e47d6616679cfb,47,0,21,0,24,30,0,0,0,0,0,0,140,262,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla
e451ea64efd4a45b77ea5af956cd9196,0,0,148,0,111,0,0,0,0,0,0,0,0,259,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella
6ea45c5c455d1dc14b2af9620d00a26e,20,0,0,0,0,0,0,0,0,0,0,0,235,255,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus
77c475ee39230fd0e4b5eb3f785be073,0,0,0,0,0,0,0,0,0,0,0,0,254,254,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea
9bd4198beb7e71dc1c7339312d8344e2,0,0,0,0,0,4,0,0,0,0,0,83,167,254,Latescibacteria,Latescibacteria_genera_incertae_sedis,,,
cfa2f23e8972749333ad0b358a0b2d5f,0,14,0,31,0,19,0,21,0,13,0,87,22,254,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella
7c534148d75b9aa1b1114fd34157beda,90,40,27,0,19,10,0,0,41,0,0,0,0,250,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
c80170c42ee1659b42db910d358b32a9,31,0,14,41,19,8,17,13,40,24,4,14,0,248,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
7a886db48bfb7c6b9551588c150aa83f,11,34,40,21,0,21,33,14,0,0,0,54,7,247,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Marispirochaeta
7616bad75cba6a151ac5f7f6787660c0,13,40,26,7,5,0,8,0,42,11,28,66,0,246,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
76257d3c38137af0a7c1a88acfc3bd05,0,0,0,0,0,0,0,0,0,0,0,0,243,243,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
7be3b61c294b2a055a29c8880390afa3,0,0,5,12,0,31,29,16,0,6,0,33,110,242,Woesearchaeota,Woesearchaeota Incertae Sedis AR18,,,
f8714f6196da182c172f9fcd207cf040,0,0,14,0,25,0,20,40,61,36,0,45,0,241,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
1daf9d5c3e10ef3d6e75e7afbbd1f8db,10,0,0,0,0,230,0,0,0,0,0,0,0,240,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
7b20c717ad3d20a1a98eb43fd6d3d7c6,0,82,0,46,0,0,0,0,0,0,0,51,61,240,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
6379457b0ac6ce8f2cd5e6100a00f92a,0,0,0,0,0,0,0,0,0,0,0,101,138,239,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulforhabdus
72330313f2d9ee34c9e21d9d80aa404b,0,0,0,0,0,0,0,0,0,0,0,50,189,239,Aminicenantes,Saccharicenantaceae,Saccharicenans,,
2cd1b02d32754fce9959ab6b2391ba9b,95,28,24,8,0,26,0,0,0,12,0,26,0,232,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta
06aa420a7fa94d1645b72b25c0952370,0,7,28,10,3,11,17,45,16,0,0,18,62,230,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
699e2a1e143945a1796b90aea35f7bcd,0,0,0,0,0,0,0,0,0,0,0,9,221,230,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
0ec646444ee3166b7992f32c5a5c6a6d,0,0,0,0,0,0,0,0,0,0,0,148,80,228,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Desulfosporomusa
f8b237e801a3972016ff0f3d2c0f8edf,0,0,0,0,0,0,0,0,0,0,0,34,194,228,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
77e76be1d34499023d99579df32e053a,0,0,0,0,0,0,0,7,0,0,0,220,0,227,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
96c158da65284eefa24e37634941f351,61,0,42,6,15,10,0,0,41,0,41,0,10,226,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
0298f6315d27bf3b392fda89d133068f,0,0,0,28,31,14,0,41,85,5,3,0,12,224,Fibrobacteres,Chitinispirillia,Chitinispirillales,Chitinispirillaceae,Chitinispirillum
b5cfc11ec1d5d00dd4bc750bf807353e,3,0,26,50,34,14,39,24,0,13,0,0,0,224,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
25eecb8c19f73d000e2559aa6800fd0a,0,0,13,0,33,60,55,17,19,6,2,7,0,223,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
c850bab03ec2afb38c627a736f801bef,0,0,0,0,0,50,18,107,10,31,0,7,0,223,Fibrobacteres,Chitinispirillia,Chitinispirillales,Chitinispirillaceae,Chitinispirillum
eee7419008912b7a7f37d361b557c0c2,0,59,64,0,40,0,0,0,35,0,0,0,0,223,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea
3246b33ba4820a364d30971a2e24268d,0,0,0,0,0,0,0,0,0,0,0,141,81,222,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans
be730ba6a1b1f99881322ebcce7dbb3c,0,0,0,0,0,0,0,221,0,0,0,0,0,221,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
43273319e8a5698b48a966b20b5b827f,0,0,0,0,0,22,0,0,0,0,0,110,87,219,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
a350b5099f51c8df7b679599152c8a92,0,0,9,30,10,28,40,23,13,35,0,22,0,217,Planctomycetes,Planctomycetacia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia
b5031ebaf74921d9b063fbedf8ae6276,0,0,0,0,0,0,0,0,13,0,4,42,158,217,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,Povalibacter
a6284fa8d7b3011ba58b0790c94ae70a,0,0,0,25,0,0,21,0,15,19,12,92,32,216,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,
1555a4ff3aedd0feba41c3460ddc9aab,0,0,0,0,17,40,23,82,0,0,0,0,0,215,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
435330afee6a024f855512eb7a7d4cdd,0,0,0,0,0,0,16,0,0,0,29,170,0,215,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
a45cdf62971b64a20ce1fe8d2ef225cf,0,0,7,0,0,0,0,0,11,48,19,0,129,214,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellales_incertae_sedis,Chloracidobacterium
c1a0de6e40ed6d78356fa87a792fce87,0,0,17,4,0,26,50,29,24,14,5,7,0,214,Acidobacteria,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea
d5b3b837bb84a5e9c48023f794642428,117,10,6,8,0,10,0,13,14,5,8,22,0,213,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
8ccc39cc65c5e3000fa796056b9ea761,0,0,0,0,0,0,0,0,0,0,0,76,136,212,Aminicenantes,Saccharicenantaceae,Saccharicenans,,
8e7c76d7a6a7ec3186cb9aafe75b7df5,11,0,0,10,19,23,30,20,0,14,0,34,37,212,Acidobacteria,Acidobacteria_Gp6,Gp6,,
fcc2a6f4454105ec6884bb96c07068dc,7,76,8,0,20,0,23,15,9,21,12,15,0,206,Acidobacteria,Acidobacteria_Gp3,Bryobacter,,
50a2b16870e53d79935d1a5622cad449,0,0,0,0,0,23,72,32,11,14,0,0,0,203,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea
a6aa398cafd7eb77c24de2fdc33a42c5,0,0,0,0,35,49,67,52,0,0,0,0,0,203,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
f6d2f6e715e2db96e588a7b03d7d1f96,0,0,0,0,0,0,0,24,122,32,0,22,0,200,Aminicenantes,Saccharicenantaceae,Saccharicenans,,
63f17577e993ac7c753cb332358fd712,0,8,0,0,0,126,0,0,18,11,4,4,28,199,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium
0714f69db741920dc346b5a3c0dfe61f,50,82,0,0,0,8,0,0,0,6,0,51,0,197,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
2f583d4ac0ade1fb4daab168f54c4e41,0,0,0,0,0,33,30,0,34,32,15,40,0,197,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
49befc44400b9143e075b53cb833bf3d,0,0,0,0,0,0,0,0,0,0,0,0,196,196,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans
60316654651bf5cb31dce9b0135d28c6,0,72,1,58,53,5,0,0,0,0,0,0,0,196,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea
bf9398416bae77cf680d47b96df21fb9,0,53,18,3,12,9,0,0,0,0,0,18,83,196,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea
f459e36baffb3731d111cbfb9ce5494d,5,24,25,0,18,18,24,20,0,10,0,26,24,194,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
fac913585313f80484cba149a4e2da9f,0,0,0,0,0,0,0,2,0,2,0,5,185,194,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Thermoclostridium
933574ec34be1a3ba73f8aea55876778,0,0,0,32,23,59,38,0,0,0,0,0,0,190,Acidobacteria,Acidobacteria_Gp13,Gp13,,
0b82ea35714d6c7c174a3821a7705f0a,7,0,24,0,27,25,23,29,0,21,0,32,0,188,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,Catabacter
3c4da624c5609ec92043eff37abe0cc2,24,34,0,0,0,0,59,49,0,0,0,22,0,188,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
baec385e5bccd4f6064166b3fd1a1ea5,0,0,0,0,0,0,0,0,0,0,0,115,73,188,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio
d80ed0c46fccf7b9acceb3841b1e8dd6,0,10,0,0,26,99,0,24,0,0,0,0,0,186,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermodesulfitimonas
79cae526d93768ed73533a235340a182,0,0,0,0,0,0,0,0,0,0,0,0,184,184,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
c6d7e24f789c6905f1811a6a875b4c46,6,14,28,11,13,17,16,15,16,0,0,38,0,183,Latescibacteria,Latescibacteria_genera_incertae_sedis,,,
89fd0506f13a0dae4530e2bf4535f3a1,0,182,0,0,0,0,0,0,0,0,0,0,0,182,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea
a4865bd0c8f4b7f30a7e86f98358e7af,0,0,74,0,44,42,0,0,0,0,22,0,0,182,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
001c845a6822676682f0f6521257ab44,0,0,0,25,22,65,41,0,0,5,0,0,0,180,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum
ca60b110b77f550d47eefe5dc3cce50e,6,0,0,4,0,5,0,0,0,0,0,34,131,180,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Syntrophaceticus
21e5fa874fe93bc64284c0b2a422c4a7,0,0,0,0,0,0,0,0,0,0,0,0,179,179,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Thermoclostridium
2de8f32192b7db545ca18771bc0a83fc,0,28,8,0,0,0,0,0,20,0,0,111,0,178,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Natronoflexus
84d38466b16ca488e47732cc836a91b9,0,0,0,0,23,35,29,28,0,14,15,0,0,178,Latescibacteria,Latescibacteria_genera_incertae_sedis,,,
b4d41fbe9256c79fe14f79263b334a4d,0,0,0,0,0,0,0,0,0,0,0,140,38,178,Deferribacteres,Deferribacteres,Deferribacterales,Calditrichaceae,Calorithrix
09b0462710a79050ddefbe7ea5ef28e9,0,0,0,0,0,12,58,0,0,0,0,107,0,177,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
6df05b0ba92526a31b35892d2c931c52,70,0,0,0,0,17,0,0,15,0,0,31,43,176,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla
d17c3f43ccc75cab320ab8da273c9129,0,0,0,0,0,0,0,0,0,0,0,100,75,175,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea
1598d2397c195e35ccc7e4eea29d95a4,0,0,0,0,0,57,0,0,0,0,0,0,0,174,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea
5d1f1b7f3cb38fd81782c13f7ea9501d,0,0,0,0,0,0,35,54,51,0,0,33,0,173,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Calderihabitans
5b9c785d09f524930c68a8b76da71336,0,0,27,54,19,0,21,22,0,0,0,8,8,172,Latescibacteria,Latescibacteria_genera_incertae_sedis,,,
b02d33bcf7c69b242bb26d33d636789c,98,0,0,0,0,0,0,9,0,0,0,65,0,172,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
f13a0385881c671209f4b5c4f890ef9f,0,0,0,0,0,0,63,29,19,30,0,30,0,171,Deferribacteres,Deferribacteres,Deferribacterales,Calditrichaceae,Caldithrix
4270904f27e07469c725950315bf3813,0,0,0,0,0,6,0,5,9,0,0,4,146,170,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiococcus
150f94128a5097230e43cae3d44af110,0,0,0,0,0,0,0,0,0,0,0,0,169,169,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea
29af0f51cc02a55a7b4bb975f40f315a,0,0,31,16,17,0,0,12,64,29,0,0,0,169,Firmicutes,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Biomaibacter
7600b7d13d564b863c4287e64f476dbc,0,0,0,0,0,0,0,0,0,0,0,169,0,169,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 2,Pelotomaculum
7ef4da3e36e5b6492d9c67e5ec3af8e9,0,0,0,0,0,0,0,0,0,12,7,106,44,169,Aminicenantes,Saccharicenantaceae,Saccharicenans,,
8c03ae2f27f102cc60117ee9a4c54d7a,29,0,0,0,0,0,0,0,0,0,0,0,140,169,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Craurococcus
3d9e5fddcd2192962b6752a076cae36b,0,12,0,6,28,34,39,11,11,0,0,0,0,168,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
f25c5564844170c5b5835f7c26f5abc3,6,20,0,0,0,0,15,27,12,30,0,58,0,168,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
97477bd330e9bea70525e289d1632b0a,0,0,0,0,0,0,0,0,0,0,0,154,13,167,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Breznakibacter
d2cf144fdca74f1e333cb337656abb78,0,58,49,0,60,0,0,0,0,0,0,0,0,167,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
db6c0ec1bcc0da4945e86e19667bffbf,0,0,16,28,12,0,85,0,0,6,0,0,0,167,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
7745972958e3c0635d3854061a658a17,0,0,0,0,0,0,0,0,4,0,0,21,141,166,Bacteroidetes,Bacteroidia,Bacteroidales,Lentimicrobiaceae,Lentimicrobium
10b62acd834614ba1cd221e3a82ca4ef,0,0,0,0,74,0,0,0,0,0,0,0,0,165,Omnitrophica,Omnitrophica_genera_incertae_sedis,,,
6ada44bf502e956bef1dd1612f4269a7,15,8,27,22,16,0,17,0,12,0,0,48,0,165,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
843eb053217d07a413b75d670e678dc1,0,0,0,0,0,0,0,0,0,0,0,113,50,163,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea
08536f1bfb3ee38f004b464468e985fc,0,5,47,18,21,0,0,18,34,14,5,0,0,162,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Stetteria
15a238409edc8c508e816205c250f657,64,0,0,0,0,29,0,0,0,0,0,67,0,160,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermanaerothrix
ac8731cfeaa5b35b6647d47b8aeceedf,0,0,0,0,0,33,64,0,36,27,0,0,0,160,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
532cd9067e7f45a9d720992ee991f50e,0,157,0,0,0,0,0,0,0,0,0,0,0,157,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella
d08280b6774385df95064058a6019e9c,0,0,0,0,0,0,0,0,0,0,0,19,138,157,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans
e5f25a8911a4b9a2bae0317984148532,0,76,14,0,0,21,0,0,46,0,0,0,0,157,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
48fa8884eb0a5ba9da5e64afdfe6cade,0,0,32,0,0,0,0,0,0,0,0,124,0,156,Actinobacteria,Thermoleophilia,Solirubrobacterales,Parviterribacteraceae,Parviterribacter
78422e6a3ba9bc1a5b58b4bd61b7d4e8,0,0,0,0,0,0,0,0,0,0,0,0,155,155,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae
e7c4fa765b68e27fb823504b0a9ebabf,94,61,0,0,0,0,0,0,0,0,0,0,0,155,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
adfc8e4b578013cf514c4c07a1e29432,0,0,0,0,0,0,0,0,0,0,0,0,154,154,Hydrogenedentes,Candidatus Hydrogenedens,,,
5368dc371a6744ca04a7883ae8bb8fe1,0,62,0,18,7,5,10,0,0,0,0,15,23,153,Acidobacteria,Acidobacteria_Gp3,Paludibaculum,,
dd3e4c1eb1142f6d6f041041d8270b64,0,0,16,0,0,0,0,40,0,42,0,55,0,153,Armatimonadetes,Armatimonadetes_gp2,,,
8182c65216c6c8a9fe41fb3ed1684f78,0,0,0,0,0,0,0,0,0,0,0,0,152,152,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
0f7cfb5853c7d2b12fdc99c7204852d5,9,0,34,31,21,2,37,0,0,0,0,0,0,150,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
afdba320995b4204cd49180759d4c3e5,81,69,0,0,0,0,0,0,0,0,0,0,0,150,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Thermincola
b9452b0d7816dce6da69f06479a46963,94,21,0,8,4,4,8,10,0,0,0,0,0,149,Firmicutes,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Caldanaerovirga
f4fae60c52edfae49a0daf64fd080fd7,0,0,0,0,0,0,10,56,61,12,0,0,0,149,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea
f9c02186e1199a7b5530687d0187d506,0,0,0,0,0,0,0,0,0,0,0,17,132,149,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Vicingus
fa499fcda1447c6938f9bf55e6b7fc79,137,12,0,0,0,0,0,0,0,0,0,0,0,149,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Thermosinus
fc735bebe80642f208f12db9844830a7,0,0,85,0,38,0,0,0,0,0,0,0,0,149,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
